company_name,Group,ticker,file_name,date,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,WA_sentiment,Close,D-1,D+1,D-2,D+2,D-3,D+3,D-5,D+5,D-10,D+10,D-15,D+15
Admiral Group,Motor/Personal,ADM.L,20110302_Admiral_Group_PLC-_Earnings_Call_2011-3-2_SD000000002736694887.pdf,2011-03-02,0.05484802919609803,0.15876720575917933,0.0006488329271100853,0.12192519438554753,0.07270851845040702,0.15853612117997942,0.08179064251867281,0.00110212954930254,0.0009622436293137862,0.019517600287080102,0.07728952469968838,0.2519039797178888,0.0008262151663672383,1655.0,-0.031030444964871194,0.013897280966767372,-0.020130254588513915,0.015105740181268883,-0.003612281757977122,-0.0006042296072507553,-0.011350059737156512,-0.0030211480362537764,-0.02932551319648094,-0.06042296072507553,-0.03046280023432923,-0.045317220543806644
Admiral Group,Motor/Personal,ADM.L,20110824_Admiral_Group_PLC-_Earnings_Call_2011-8-24_SD000000002736694923.pdf,2011-08-24,0.002385995289454734,0.15886548877644058,0.018418139526816143,0.03483901201693546,0.1287763545723842,0.2521420494120453,0.18216549467146867,0.06738127667789628,0.062380788839394186,0.027414539261710703,0.06464274964522922,0.000588130475167856,0.0009713662354102299,1353.0,-0.11856677524429968,-0.05469327420546933,-0.11045364891518737,-0.025868440502586843,-0.09498327759197324,-0.005912786400591279,-0.12596899224806202,0.011086474501108648,-0.031496062992125984,0.008130081300813009,-0.11741682974559686,-0.028824833702882482
Admiral Group,Motor/Personal,ADM.L,20111109_Admiral_Group_PLC-_Guidance_Call_2011-11-9_SD000000002870249474.pdf,2011-11-09,0.02764916109128331,0.05844761298352489,0.0014255129854986069,0.004682419972672062,0.013177300139678534,0.13505348106892445,0.15779721283678938,0.037805312660468694,0.44667352147066297,0.06848980341666643,0.04712713073189291,0.0016714806278890291,0.0018513133999941687,887.5,-0.2560771165129925,-0.07605633802816901,-0.2478813559322034,-0.05352112676056338,-0.25168634064080947,-0.061971830985915494,-0.2349137931034483,-0.09802816901408451,-0.2766911165444173,-0.02535211267605634,-0.2755102040816326,0.03943661971830986
Admiral Group,Motor/Personal,ADM.L,20120307_Admiral_Group_PLC-_Earnings_Call_2012-3-7_SD000000002736694971.pdf,2012-03-07,0.0008427903873041711,0.21364799020924732,0.004274795531874209,0.04609784523394188,0.08795689110484754,0.012636663979752995,0.06909522312830163,0.17528235324024713,0.050076598993718954,0.005096777263132417,0.0728733238822394,0.26211877151144564,0.0013534310788923245,1144.0,0.1,0.015734265734265736,0.09578544061302682,0.012237762237762238,0.08026440037771483,0.022727272727272728,0.06220984215413185,0.03671328671328671,0.10318225650916105,0.02097902097902098,0.17998968540484786,0.01486013986013986
Admiral Group,Motor/Personal,ADM.L,20130306_Admiral_Group_PLC-_Earnings_Call_2013-3-6_SD000000002736695055.pdf,2013-03-06,0.022662362000000002,0.75046,0.013020011000000001,0.016421758,0.020791348,0.0340122,0.023246735000000004,0.024604177,0.021481337000000003,0.03512282,0.022910679000000003,0.015266572,-0.04678007290400972,1334.0,0.05288082083662194,0.01649175412293853,0.045454545454545456,0.01424287856071964,0.06976744186046512,0.018740629685157422,0.06634692246203037,0.006746626686656672,0.033307513555383424,-0.0014992503748125937,0.04463586530931871,-0.008995502248875561
Admiral Group,Motor/Personal,ADM.L,20130829_Admiral_Group_PLC-_Earnings_Call_2013-8-29_SD000000002736695103.pdf,2013-08-29,0.0029527792488807233,0.17232695003674517,0.08866699002388434,0.12638331226089058,0.1269526462820674,0.06655342610665765,0.04030201696335155,0.0032057871630566167,0.027647629178262342,0.017000673669680413,0.0029851337570130057,0.3250226519401441,1.7727924704668822e-05,1270.0,-0.015503875968992248,-0.007086614173228346,-0.020061728395061727,-0.0031496062992125984,-0.019305019305019305,-0.003937007874015748,-0.01854714064914992,-0.007874015748031496,0.0023677979479084454,-0.03700787401574803,0.003952569169960474,-0.04094488188976378
Admiral Group,Motor/Personal,ADM.L,20140305_Admiral_Group_PLC-_Earnings_Call_2014-3-5_SD000000002736695151.pdf,2014-03-05,0.0008199288,0.22221056999999997,0.023419159,0.04266564,0.14609013,0.21158806999999996,0.15000366,0.06590978,0.081095524,0.050991613,0.000828913,0.0043770294,0.0008743405201863753,1526.0,0.07540521494009866,-0.00327653997378768,0.07692307692307693,-0.019659239842726082,0.06341463414634146,-0.01703800786369594,0.05386740331491713,-0.007208387942332897,0.03598099117447386,-0.02621231979030144,0.05386740331491713,-0.0399737876802097
Admiral Group,Motor/Personal,ADM.L,20140813_Admiral_Group_PLC-_Earnings_Call_2014-8-13_SD000000002845804089.pdf,2014-08-13,0.0005426278853456845,0.07198936915387978,0.027358130194859075,0.06677977031131789,0.04229677824990464,0.08687104596413267,0.03497928315174144,0.10877464278699846,0.09640605344236641,0.008217266200960862,0.1431567585894191,0.31262828687654703,0.0002532164052056467,1371.0,-0.05448275862068966,-0.029905178701677606,-0.05513439007580979,-0.027716994894237783,-0.043933054393305436,-0.02698760029175784,-0.0531767955801105,-0.0350109409190372,-0.06224350205198358,-0.023340627279358133,-0.10974025974025974,-0.06491611962071481
Admiral Group,Motor/Personal,ADM.L,20150305_Admiral_Group_PLC-_Earnings_Call_2015-3-5_FS000000002425895293.pdf,2015-03-05,0.048117896138254165,0.19241498140003718,0.0068234031849423475,0.002079964629054644,0.025257164341801714,0.14049084733493306,0.002944410066971965,0.10440034695472902,0.04796830643654179,0.009622925472903323,0.008076145907013424,0.4118035727236032,0.0014739209865694818,1514.0,0.03769705277587389,0.0006605019815059445,0.034859876965140126,0.002642007926023778,0.025745257452574527,-0.042932628797886396,0.03063308373042886,-0.01915455746367239,0.036986301369863014,0.002642007926023778,0.027834351663272233,0.016512549537648614
Admiral Group,Motor/Personal,ADM.L,20150819_Admiral_Group_PLC-_Earnings_Call_2015-8-19_FS000000002226829522.pdf,2015-08-19,0.074680306,0.111272566,0.00041405590000000007,0.017331239,0.024193799999999998,0.16244806,0.024271885,0.041124052999999994,0.15196416,0.017925961,0.09485901,0.27951494,0.00013121242066381806,1522.0,0.03819918144611187,0.042706964520367936,0.03467029231815092,0.025624178712220762,0.05694444444444444,-0.011169513797634692,0.062107466852756456,-0.010512483574244415,0.010624169986719787,0.02431011826544021,0.02079141515761234,0.011826544021024968
